Insect family,Insect genus,Insect species,Plant family,Plant genus/species,Plant biostatus,Institute,Catalog number,Region,Locality,Year
Asterolecaniidae,Asterodiaspis,Asterodiaspis variolosa,Fagaceae,Quercus robur,Exotic,NZAC,NZAC02003363,Marlborough,"Blenheim, Spring Creek",2005
Asterolecaniidae,Asterodiaspis,Asterodiaspis variolosa,Fagaceae,Quercus robur,Exotic,NZAC,NZAC02003412,Marlborough,"Blenheim, Spring Creek",2005
Coccidae,Coccus,Coccus longulus,Fagaceae,Catanospermum australe,Exotic,NZAC,NZAC02006368,Auckland,"Auckland, Manurewa",2007
Coccidae,Coccus,Coccus longulus,Fagaceae,Catanospermum australe,Exotic,NZAC,NZAC02006371,Auckland,"Auckland, Manurewa",2007
Coccidae,Coccus,Coccus longulus,Fagaceae,Catanospermum australe,Exotic,NZAC,NZAC02006374,Auckland,"Auckland, Manurewa",2007
Coccidae,Parthenolecanium,Parthenolecanium corni,Fagaceae,Quercus palustris,Exotic,NZAC,NZAC02013946,Waikato,Cambridge,1982
Coccidae,Parthenolecanium,Parthenolecanium corni,Fagaceae,Quercus palustris,Exotic,NZAC,NZAC02013968,Waikato,Cambridge,1982
Coccidae,Parthenolecanium,Parthenolecanium corni,Fagaceae,Castanea,Exotic,NZAC,NZAC02013838,Hawkes Bay,Hastings,1984
Coccidae,Parthenolecanium,Parthenolecanium corni,Fagaceae,Castanea,Exotic,NZAC,NZAC02013860,Hawkes Bay,Hastings,1984
Coccidae,Parthenolecanium,Parthenolecanium corni,Fagaceae,Castanea,Exotic,NZAC,NZAC02013902,Hawkes Bay,Hastings,1984
Coccidae,Parthenolecanium,Parthenolecanium corni,Fagaceae,Castanea,Exotic,NZAC,NZAC02013926,Hawkes Bay,Hastings,1984
Coccidae,Parthenolecanium,Parthenolecanium corni,Fagaceae,Castanea,Exotic,NZAC,NZAC02013948,Hawkes Bay,Hastings,1984
Coccidae,Parthenolecanium,Parthenolecanium corni,Fagaceae,Castanea,Exotic,NZAC,NZAC02013970,Hawkes Bay,Hastings,1984
Coccidae,Parthenolecanium,Parthenolecanium corni,Fagaceae,Castanea,Exotic,NZAC,NZAC02013992,Hawkes Bay,Hastings,1984
Phylloxeridae,Phylloxera,Phylloxera glabra,Fagaceae,Quercus hispanica,Exotic,PANZ,,Central Otago,Cromwell,1980
Phylloxeridae,Phylloxera,Phylloxera glabra,Fagaceae,Quercus hispanica,Exotic,PANZ,,Central Otago,Cromwell,1980
Phylloxeridae,Phylloxera,Phylloxera glabra,Fagaceae,Quercus hispanica,Exotic,PANZ,,Central Otago,Cromwell,1980
Phylloxeridae,Phylloxera,Phylloxera glabra,Fagaceae,Quercus hispanica,Exotic,PCNZ,,Central Otago,Cromwell,1980
Phylloxeridae,Phylloxera,Phylloxera glabra,Fagaceae,Quercus hispanica,Exotic,,,Central Otago,Cromwell,1980
Phylloxeridae,Phylloxera,Phylloxera glabra,Fagaceae,Quercus,Exotic,PANZ,,Mid Canterbury,Lincoln,1983
Phylloxeridae,Phylloxera,Phylloxera glabra,Fagaceae,Quercus hispanica,Exotic,BMNH,,,,1980
Diaspididae,Aspidiotus,Aspidiotus nerii,Fagales,Quercus,Exotic,NZAC,NZAC02008842,Nelson,Nelson,1968
Thripidae,Aptinothrips,Aptinothrips rufus,Fulmarinae,Pachyptila vittata,Indigenous,NZAC,NZAC02027291,Chatham Islands,Rangatira (South East) Island,1975
Diaspididae,Aspidiotus,Aspidiotus nerii,Garryaceae,Garrya elliptica,Exotic,NZAC,NZAC02007652,Marlborough,"Blenheim, Woodbourne Military Base",2008
Diaspididae,Lindingaspis,Lindingaspis rossi,Garryaceae,Garrya elliptica,Exotic,NZAC,NZAC02007649,Marlborough,"Blenheim, Woodbourne Military Base",2008
Diaspididae,Aspidiotus,Aspidiotus nerii,Garryaceae,Garrya elliptica,Exotic,NZAC,NZAC02008752,Mid Canterbury,"Ashburton, Tinwald",1971
Diaspididae,Aspidiotus,Aspidiotus nerii,Garryaceae,Aucuba japonica,Exotic,NZAC,NZAC02000422,Auckland,Auckland,1977
Thripidae,Aptinothrips,Aptinothrips rufus,Gentianaceae,Gentiana,Exotic,NZAC,NZAC02027214,Mackenzie,"Mt Cook NP, Ball Ridge",1977
Thripidae,Pseudanaphothrips,Pseudanaphothrips achetus,Gentianaceae,Gentiana corymbifera,Exotic,NZAC,NZAC02022771,Nelson,Dun Tmountain Track,1951
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Pelargonium,Indigenous,BMNH,,Auckland,"Auckland, Eden Gardens",1983
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Geranium,Indigenous,PCNZ,,Wellington,"Levin, 17 Queen St",1966
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Pelargonium,Indigenous,CNC,,Mid Canterbury,"Papanui, Peel St",2006
Aphididae,Acyrthosiphon,Acyrthosiphon malvae,Geraniaceae,Erodium moschalium,Exotic,BMNH,,Auckland,Mount Albert,1972
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Erodium moschalium,Exotic,BMNH,,Auckland,Mount Albert,1972
Aphididae,Macrosiphum,Macrosiphum euphorbiae,Geraniaceae,Erodium moschalium,Exotic,BMNH,,Auckland,Mount Albert,1972
Aphididae,Myzus,Myzus ornatus,Geraniaceae,Erodium moschalium,Exotic,BMNH,,Auckland,Mount Albert,1972
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Pelargonium,Indigenous,BMNH,,Mid Canterbury,Chirstchurch,1972
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Pelargonium,Indigenous,LUNZ,,Mid Canterbury,Christchurch,1965
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Pelargonium,Indigenous,LUNZ,,Mid Canterbury,Christchurch,1965
Aphididae,Acyrthosiphon,Acyrthosiphon malvae,Geraniaceae,Erodium,Exotic,CNC,,Mid Canterbury,Christchurch,1944
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Pelargonium zonale,Exotic,BMNH,,Auckland,Titirangi,1983
Aphididae,Acyrthosiphon,Acyrthosiphon malvae,Geraniaceae,Pelargonium,Indigenous,BMNH,,Auckland,Auckland,1983
Aphididae,Acyrthosiphon,Acyrthosiphon malvae,Geraniaceae,Pelargonium,Indigenous,CNC,,Mid Canterbury,Spreydon,2006
Aphididae,Acyrthosiphon,Acyrthosiphon malvae,Geraniaceae,Geranium,Indigenous,BMNH,,Waikato,Hamilton,1972
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Geranium,Indigenous,BMNH,,Waikato,Hamilton,1972
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Pelargonium,Indigenous,NZAC,,Nelson,Nelson ,1931
Aphididae,Acyrthosiphon,Acyrthosiphon malvae,Geraniaceae,Geranium,Indigenous,BMNH,,Dunedin,Dunedin,1983
Aphididae,Acyrthosiphon,Acyrthosiphon malvae,Geraniaceae,Pelargonium,Indigenous,BMNH,,Auckland,Oratia,1983
Aphididae,Acyrthosiphon,Acyrthosiphon malvae,Geraniaceae,Pelargonium,Indigenous,PCNZ,,Wellington,Levin,1967
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Geranium,Indigenous,PCNZ,,Wellington,Levin,1967
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Pelargonium,Indigenous,BMNH,,,,
Aphididae,Acyrthosiphon,Acyrthosiphon malvae,Geraniaceae,Pelargonium,Indigenous,NZAC,,Campbell Islands,,1963
Aphididae,Acyrthosiphon,Acyrthosiphon malvae,Geraniaceae,Pelargonium,Indigenous,PCNZ,,,,
Aphididae,Aulacorthum,Aulacorthum solani,Geraniaceae,Pelargonium,Indigenous,PCNZ,,,,
Thripidae,Thrips,Thrips tabaci,Geraniaceae,Geranium,Indigenous,NZAC,NZAC02023487,Wanganui,Palmerston North,1934
Thripidae,Chirothrips,Chirothrips manicatus,Geraniaceae,Geranium,Indigenous,NZAC,NZAC02026068,Auckland,Owairaka,1940
Thripidae,Chirothrips,Chirothrips manicatus,Geraniaceae,Geranium,Indigenous,NZAC,NZAC02026069,Auckland,Owairaka,1940
Thripidae,Chirothrips,Chirothrips manicatus,Geraniaceae,Geranium,Indigenous,NZAC,NZAC02026140,Auckland,Owairaka,1940
Aphididae,Idiopterus,Idiopterus nephrelepidis,Gesneriaceae,Saintpaulia,Exotic,PANZ,,Auckland,Glen Eden,1983
Coccidae,Saissetia,Saissetia coffeae,Gesneriaceae,Saintpaulia,Exotic,NZAC,NZAC02014053,Auckland,"Auckland, Mt Wellington",1982
Coccidae,Saissetia,Saissetia coffeae,Gesneriaceae,Saintpaulia,Exotic,NZAC,NZAC02014075,Auckland,"Auckland, Mt Wellington",1982
Diaspididae,Chrysomphalus,Chrysomphalus aonidum,Gnetaceae,Gnetum pendulum,Exotic,NZAC,NZAC02002669,Auckland,"Auckland, The Domain, Nursery glasshouse",2004
Diaspididae,Chrysomphalus,Chrysomphalus aonidum,Gnetaceae,Gnetum pendulum,Exotic,NZAC,NZAC02002672,Auckland,"Auckland, The Domain, Nursery glasshouse",2004
Diaspididae,Chrysomphalus,Chrysomphalus aonidum,Gnetaceae,Gnetum pendulum,Exotic,NZAC,NZAC02006668,Auckland,"Auckland, Auckland Domain",2004
Diaspididae,Chrysomphalus,Chrysomphalus aonidum,Gnetaceae,Gnetum pendulum,Exotic,NZAC,NZAC02006671,Auckland,"Auckland, Auckland Domain",2004
Diaspididae,Chrysomphalus,Chrysomphalus aonidum,Gnetaceae,Gnetum pendulum,Exotic,NZAC,NZAC02006674,Auckland,"Auckland, Auckland Domain",2004
Diaspididae,Chrysomphalus,Chrysomphalus aonidum,Gnetaceae,Gnetum pendulum,Exotic,NZAC,NZAC02006677,Auckland,"Auckland, Auckland Domain",2004
Diaspididae,Chrysomphalus,Chrysomphalus aonidum,Gnetaceae,Gnetum pendulum,Exotic,NZAC,NZAC02006680,Auckland,"Auckland, Auckland Domain",2004
Adelgidae,Pineus,Pineus laevis,Gramineae,Lolium,Exotic,PCNZ,,Mid Canterbury,Ashburton,
Aeolothripidae,Aeolothrips,Aeolothrips fasciatus,Gramineae,Cenchrus clandestinus,Exotic,NZAC,NZAC02025481,Northland,Ruakaka,1976
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Avena fatua,Exotic,CNC,,Mid Canterbury,"Opawa, Christchurch Polytechnic Institute of Techno",2006
Aphididae,Takecallis,Takecallis taiwana,Gramineae,Phyllostachys aurea,Exotic,CNC,,Auckland,"Glen eden, Rosa Hendersons House (Pleasant Rd)",2009
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Hordeum vulgare,Exotic,NZAC,,Auckland,"Mt Albert, Mt Albert Reseach Centre",1994
Aphididae,Cavariella,Cavariella aegopodii,Gramineae,Chionochloa,Indigenous,CNC,,Central Otago,"South of Middlemarch, Deep Stream",2005
Aphididae,Capitophorus,Capitophorus elaeagni,Gramineae,Agrostris stolonifera,Exotic,CNC,,Southland,"Invercargill, airport, wasteland",1977
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Hierochloe redolens,Indigenous,BMNH,,Taupo,"Taupo, Waipahihi Botanic Gardens",1972
Aphididae,Rhopalosiphum,Rhopalosiphum oxyacanthae,Gramineae,Poa astonii,Indigenous,CNC,,,"Snares I, Biological Station",1972
Aphididae,Sitobion,Sitobion miscanthi,Gramineae,Chionochloa conspicua,Endemic,BMNH,,Wellington,"Wellington, Butterfly Creek",1960
Aphididae,Sitobion,Sitobion miscanthi,Gramineae,Arundo,Exotic,MONZ,,Wellington,"Wellington, Butterfly Creek",1960
Aphididae,Takecallis,Takecallis taiwana,Gramineae,Bambuseae,Exotic,PANZ,,Auckland,"Mount Eden, Eden Gardens",1983
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Triticum,Exotic,PCNZ,,Southland,"Invercargill, Spar Bush",
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Hordeum vulgare,Exotic,BMNH,,Mid Canterbury,"Lincoln, parasite room",1997
Aphididae,Pterocallis,Pterocallis alni,Gramineae,Arundinaria,Exotic,CNC,,Bay of plenty,"Rotorua, Whakarewarewa",2009
Aphididae,Takecallis,Takecallis arundinariae,Gramineae,Arundinaria,Exotic,CNC,,Bay of plenty,"Rotorua, Whakarewarewa",2009
Aphididae,Sitobion,Sitobion fragariae,Gramineae,Sporobolus,Exotic,CNC,,Southland,"Invercargill, Estuary",1977
Aphididae,Takecallis,Takecallis arundinariae,Gramineae,Phyllostachys bambusoides,Exotic,CNC,,Auckland,"Glen Eden, Glen Eden",2008
Aphididae,Takecallis,Takecallis taiwana,Gramineae,Phyllostachys bambusoides,Exotic,CNC,,Auckland,"Glen Eden, Glen Eden",2009
Aphididae,Metopolophium,Metopolophium festucae,Gramineae,Lolium perenne,Exotic,PANZ,,Auckland,"Pukekohe, R Drena",1986
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Zea mays,Exotic,PCNZ,,Gisborne,"Gisborne, Patutahi",1976
Aphididae,Rhopalosiphum,Rhopalosiphum maidis,Gramineae,Sorghum,Exotic,PANZ,,Northland,"Kerikeri, Capeview",1974
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Lolium,Exotic,CNC,,Wanganui,Palmerston North,1937
Aphididae,Sitobion,Sitobion fragariae,Gramineae,Microlaena avenacea,Indigenous,CNC,,Wellington,near Upper Hutt,1952
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Hordeum vulgare,Exotic,CNC,,Mid Canterbury,"Hilton, Pye Rd",2006
Aphididae,Takecallis,Takecallis taiwana,Gramineae,Bambuseae,Exotic,PANZ,,Auckland,Waiheke Island,2001
Aphididae,Myzus,Myzus ornatus,Gramineae,Polyanthus,Exotic,PCNZ,,Wellington,"Levin, garden",1966
Aphididae,Sitobion,Sitobion fragariae,Gramineae,Anthoxantum odorata,Exotic,,,Mid Canterbury,Jollies Bush,2009
Aphididae,Sitobion,Sitobion fragariae,Gramineae,Dactylis glomerata,Exotic,,,Mid Canterbury,Jollies Bush,2009
Aphididae,Sitobion,Sitobion fragariae,Gramineae,Dactylis glomerata,Exotic,,,Mid Canterbury,Jollies Bush,2009
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Hordeum vulgare,Exotic,PANZ,,Auckland,Mangatawhiri,1982
Aphididae,Jacksonia,Jacksonia papillata,Gramineae,Chionochloa,Indigenous,CNC,,Central Otago,Mount Benger,2003
Aphididae,Jacksonia,Jacksonia papillata,Gramineae,Chionochloa,Indigenous,CNC,,Central Otago,Mount Benger,2003
Aphididae,Jacksonia,Jacksonia papillata,Gramineae,Chionochloa,Indigenous,CNC,,Central Otago,Mount Benger,2003
Aphididae,Jacksonia,Jacksonia papillata,Gramineae,Chionochloa,Indigenous,CNC,,Central Otago,Mount Benger,2003
Aphididae,Jacksonia,Jacksonia papillata,Gramineae,Chionochloa,Indigenous,CNC,,Central Otago,Mount Benger,2003
Aphididae,Myzus,Myzus ascalonicus,Gramineae,Chionochloa,Indigenous,CNC,,Central Otago,Mount Benger,2003
Aphididae,Myzus,Myzus ascalonicus,Gramineae,Chionochloa,Indigenous,CNC,,Central Otago,Mount Benger,2003
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Chionochloa,Indigenous,CNC,,Central Otago,Mount Benger,2003
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Chionochloa,Indigenous,CNC,,Central Otago,Mount Benger,2003
Aphididae,Macrosiphum,Macrosiphum euphorbiae,Gramineae,Zea mays,Exotic,BMNH,,Mid Canterbury,Chirstchurch,1976
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Triticum,Exotic,PCNZ,,Southland,Invercargill,
Aphididae,Sitobion,Sitobion fragariae,Gramineae,Bromus,Indigenous,PANZ,,Auckland,Mount Albert,1983
Aphididae,Macrosiphum,Macrosiphum euphorbiae,Gramineae,Poa,Indigenous,NZAC,,Auckland Islands,Crozier Pt ,1962
Aphididae,Hyalopterus,Hyalopterus pruni,Gramineae,Arundo,Exotic,NZAC,,,NO Holder,1942
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Agrostis tenuis,Exotic,CNC,,Buller,L Rotoiti,1977
Aphididae,Rhopalosiphum,Rhopalosiphum maidis,Gramineae,Zea mays,Exotic,AQNZ,,,Queensland,2000
Aphididae,Brachycaudus,Brachycaudus helichrysi,Gramineae,Zea mays,Exotic,NZAC,,Wellington,Wellington,1921
Aphididae,Myzus,Myzus cerasi,Gramineae,Festuca,Indigenous,BMNH,,Auckland,Wattle Bay,1983
Aphididae,Takecallis,Takecallis arundinariae,Gramineae,Phyllostachys aurea ,Exotic,NZAC,,Auckland,Glen Eden,1990
Aphididae,Takecallis,Takecallis arundinariae,Gramineae,Phyllostachys aurea,Exotic,CNC,,Auckland,Glen Eden,1990
Aphididae,Takecallis,Takecallis taiwana,Gramineae,Phyllostachys aurea,Exotic,NZAC,,Auckland,Glen Eden,2009
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Dactylis glomerata,Exotic,CNC,,Mid Canterbury,Ashburton,1954
Aphididae,Sitobion,Sitobion miscanthi,Gramineae,Bambusa multiplexa,Exotic,PANZ,,Auckland,Glen Eden,2005
Aphididae,Sitobion,Sitobion miscanthi,Gramineae,Bambusa multiplexa,Exotic,PANZ,,Auckland,Glen Eden,2005
Aphididae,Sitobion,Sitobion fragariae,Gramineae,Paspalum distichum,Exotic,PANZ,,Auckland,Glen Eden,1985
Aphididae,Sitobion,Sitobion miscanthi,Gramineae,Lolium perenne,Exotic,PCNZ,,Buller,Punakaiki,1965
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Lolium perenne,Exotic,PCNZ,,Mid Canterbury,Winchmore,1966
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Zea mays,Exotic,CNC,,Waikato,Rangiriri,1976
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Triticum,Exotic,PCNZ,,South Canterbury,Geraldine,
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Holcus,Exotic,BMNH,,Auckland,Glen Eden,1972
Aphididae,Metopolophium,Metopolophium festucae,Gramineae,Lolium,Exotic,PCNZ,,Mid Canterbury,Ashburton,
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Lolium,Exotic,PCNZ,,Mid Canterbury,Ashburton,
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Lolium,Exotic,PCNZ,,Mid Canterbury,Ashburton,
Aphididae,Sitobion,Sitobion miscanthi,Gramineae,Bambusa multiplexa,Exotic,BMNH,,Auckland,Auckland,2005
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Hordeum vulgare,Exotic,BMNH,,Auckland,Pukekohe,1929
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Hordeum vulgare,Exotic,CNC,,Auckland,Auckland,1939
Aphididae,Neomyzus,Neomyzus circumflexus,Gramineae,Lolium perenne,Exotic,BMNH,,Auckland,Auckland,1983
Aphididae,Sitobion,Sitobion fragariae,Gramineae,Lolium perenne,Exotic,PANZ,,Wanganui,Ashhurst,1983
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Avena sativa,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Avena sativa,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Takecallis,Takecallis arundinariae,Gramineae,Arundinaria,Exotic,BMNH,,Auckland,Auckland,1975
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Arundinaria,Exotic,BMNH,,Auckland,Pukekohe,1983
Aphididae,Takecallis,Takecallis arundinariae,Gramineae,Arundinaria,Exotic,BMNH,,Wanganui,Wanganui,1963
Aphididae,Takecallis,Takecallis taiwana,Gramineae,Arundinaria,Exotic,BMNH,,Wanganui,Wanganui,1963
Aphididae,Takecallis,Takecallis arundinariae,Gramineae,Arundinaria,Exotic,NZAC,,Auckland,Auckland,1975
Aphididae,Takecallis,Takecallis arundinariae,Gramineae,Arundinaria,Exotic,PANZ,,Auckland,Auckland,1975
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Avena fatua,Exotic,PANZ,,Wanganui,Wanganui,1982
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Avena fatua,Exotic,PCNZ,,Wanganui,Wanganui,1982
Aphididae,Takecallis,Takecallis arundinariae,Gramineae,Bambuseae,Exotic,BMNH,,Auckland,Auckland,1983
Aphididae,Takecallis,Takecallis taiwana,Gramineae,Bambuseae,Exotic,BMNH,,Auckland,Auckland,1983
Aphididae,Takecallis,Takecallis taiwana,Gramineae,Bambuseae,Exotic,BMNH,,Auckland,Pukekohe,1983
Aphididae,Geoica,Geoica lucifuga,Gramineae,Danthonia,Exotic,,,Northland,Kerikeri,1939
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Zea mays,Exotic,CNC,,Auckland,Auckland,1949
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Zea mays,Exotic,PANZ,,Northland,Kerikeri,1974
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Zea mays,Exotic,PANZ,,Waikato,Hamilton,1976
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Zea mays,Exotic,PANZ,,Waikato,Matamata,1976
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Triticum,Exotic,PCNZ,,Mid Canterbury,Seafield,
Aphididae,Euceraphis,Euceraphis betulae,Gramineae,Triticum,Exotic,PCNZ,,Mid Canterbury,Tai Tapu,
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Triticum,Exotic,PCNZ,,Mid Canterbury,Tai Tapu,
Aphididae,Brevicoryne,Brevicoryne brassicae,Gramineae,Triticum,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Cavariella,Cavariella aegopodii,Gramineae,Triticum,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Triticum,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Triticum,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Triticum,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Triticum,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Triticum,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Takecallis,Takecallis arundinariae,Gramineae,Bambusa,Exotic,NZAC,,Auckland,Kawau I,1979
Aphididae,Sitobion,Sitobion miscanthi,Gramineae,Bromus,Indigenous,BMNH,,Auckland,Auckland,1960
Aphididae,Acyrthosiphon,Acyrthosiphon kondoi,Gramineae,Lolium,Exotic,PCNZ,,Mid Canterbury,Darfield,
Aphididae,Metopolophium,Metopolophium festucae,Gramineae,Lolium,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Lolium,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Lolium,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Sitobion,Sitobion miscanthi,Gramineae,Lolium,Exotic,PCNZ,,South Canterbury,Rosewill,
Aphididae,Lipaphis,Lipaphis pseudobrassicae,Gramineae,Zea,Exotic,NZAC,,Gisborne,Gisborne,1958
Aphididae,Sitobion,Sitobion fragariae,Gramineae,Dactylis glomerata,Exotic,PANZ,,Taupo,Reparoa,1977
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Hordeum vulgare,Exotic,BMNH,,Mid Canterbury,Lincoln,1988
Aphididae,Metopolophium,Metopolophium festucae,Gramineae,Hordeum vulgare,Exotic,BMNH,,Mid Canterbury,Lincoln,1997
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Hordeum vulgare,Exotic,BMNH,,Mid Canterbury,Lincoln,1997
Aphididae,Sitobion,Sitobion fragariae,Gramineae,Hordeum glaucum,Exotic,PCNZ,,Mid Canterbury,Lincoln,1978
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Lolium perenne,Exotic,BMNH,,Mid Canterbury,Lincoln,1981
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Lolium perenne,Exotic,PCNZ,,Mid Canterbury,Lincoln,1981
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Avena sativa,Exotic,PFNZ,,Mid Canterbury,Lincoln,1982
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Avena fatua,Exotic,PANZ,,Mid Canterbury,Lincoln,1982
Aphididae,Takecallis,Takecallis arundinariae,Gramineae,Bambuseae,Exotic,BMNH,,Waikato,Rukuhia,1972
Aphididae,Takecallis,Takecallis taiwana,Gramineae,Bambuseae,Exotic,BMNH,,Waikato,Rukuhia,1972
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Zea mays,Exotic,BMNH,,Waikato,Ruakura,1972
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Triticum,Exotic,PFNZ,,North Canterbury,Waipara,1964
Aphididae,Metopolophium,Metopolophium dirhodum,Gramineae,Hordeum,Exotic,PFNZ,,Mid Canterbury,Lincoln,1988
Aphididae,Myzus,Myzus ascalonicus,Gramineae,Poa,Indigenous,NZAC,,Auckland Islands,Rose I,1963
Aphididae,Takecallis,Takecallis arundinariae,Gramineae,Phyllostachys nigra,Exotic,PANZ,,Auckland,Oratia,1982
Aphididae,Geoica,Geoica lucifuga,Gramineae,Microlaena stipodes,Indigenous,,,Northland,Waiare,1958
Aphididae,Rhopalosiphum,Rhopalosiphum maidis,Gramineae,Panicum miliaceum,Exotic,PANZ,,Auckland,Glorit,1975
Aphididae,Rhopalosiphum,Rhopalosiphum maidis,Gramineae,Panicum miliaceum,Exotic,PCNZ,,Auckland,Glorit,1975
Aphididae,Cavariella,Cavariella aegopodii,Gramineae,Hordeum vulgare,Exotic,PCNZ,,Mid Canterbury,Rakaia,
Aphididae,Macrosiphum,Macrosiphum euphorbiae,Gramineae,Hordeum vulgare,Exotic,PCNZ,,South Canterbury,Temuka,
Aphididae,Sitobion,Sitobion miscanthi,Gramineae,Hordeum vulgare,Exotic,PCNZ,,South Canterbury,Temuka,
Aphididae,Sitobion,Sitobion miscanthi,Gramineae,Hordeum vulgare,Exotic,PCNZ,,South Canterbury,Temuka,
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Lolium perenne,Exotic,PANZ,,Wanganui,Kopane,1995
Aphididae,Sitobion,Sitobion miscanthi,Gramineae,Lolium perenne,Exotic,PANZ,,Wanganui,Kopane,1995
Aphididae,Sitobion,Sitobion fragariae,Gramineae,Triticum,Exotic,PFNZ,,Southland,Winton,1999
Aphididae,Metopolophium,Metopolophium festucae,Gramineae,Lolium,Exotic,BMNH,,Auckland,Waiuku,
Aphididae,Metopolophium,Metopolophium festucae,Gramineae,Lolium,Exotic,NZAC,,Auckland,Waiuku,1984
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Gramineae,Zea mays,Exotic,PANZ,,Auckland,Kumeu,1978
Aphididae,Sitobion,Sitobion miscanthi,Gramineae,Bromus,Indigenous,PCNZ,,Wellington,Levin,1966
Aphididae,Rhopalosiphum,Rhopalosiphum maidis,Gramineae,Zea mays,Exotic,AQNZ,,,,1999
