Insect family,Insect genus,Insect species,Plant family,Plant genus/species,Plant biostatus,Institute,Catalog number,Region,Locality,Year
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023160,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023161,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023162,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023163,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023165,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023166,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023167,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023168,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023169,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023170,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023171,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023173,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023174,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023175,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023182,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023183,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023184,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023185,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023186,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023187,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023189,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023190,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023191,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023192,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023196,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023197,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023199,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023208,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023210,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023216,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023218,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023223,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023224,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023226,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023228,Central Otago,"Alexandra, B Kinnaird orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023236,Central Otago,"Alexandra, B Kinnaird orchard",1984
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023239,Central Otago,"Alexandra, B Kinnaird orchard",1984
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023243,Central Otago,"Alexandra, B Kinnaird orchard",1984
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023118,Central Otago,"Alexandra, K Campbell orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023158,Central Otago,"Alexandra, K Campbell orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023198,Central Otago,"Alexandra, K Campbell orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023206,Central Otago,"Alexandra, K Campbell orchard",
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023205,Central Otago,"Earnscleugh, Campbell Brothers",1978
Thripidae,Tenothrips,Tenothrips frici,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02025344,Central Otago,"Alexandra, H Roberts orchard",1983
Thripidae,Tenothrips,Tenothrips frici,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02025324,Central Otago,"Alexandra, Lex McLean orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023172,Central Otago,"Alexandra, H Roberts orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023241,Central Otago,"Alexandra, P Paulin property",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023114,Central Otago,"Cromwell gorge, Annan orchard",1982
Thripidae,Anaphothrips,Anaphothrips obscurus,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02026358,Central Otago,"Clyde, DSIR Research Orchard",1982
Thripidae,Tenothrips,Tenothrips frici,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02025335,Central Otago,"Alexandra, C Harrex orchard",1982
Thripidae,Tenothrips,Tenothrips frici,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02025353,Central Otago,"Alexandra, P Paulin orchard",1982
Thripidae,Tenothrips,Tenothrips frici,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02025329,Central Otago,"Clyde, DSIR Research Orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023181,Central Otago,"Alexandra, C Harrex orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023188,Central Otago,"Alexandra, C Harrex orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023229,Central Otago,"Alexandra, C Harrex orchard",1983
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023164,Central Otago,"Alexandra, G Hesson orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023177,Central Otago,"Alexandra, G Hesson orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023195,Central Otago,"Alexandra, G Hesson orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023074,Central Otago,"Alexandra, L McLean orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023059,Central Otago,"Alexandra, N Jordan orchard",1979
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023115,Central Otago,"Alexandra, N Jordan orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023235,Central Otago,"Alexandra, Robertson orchard",1983
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023471,Central Otago,"Clyde, DSIR Research Orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023180,Central Otago,"Alexandra, Davidson orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023137,Central Otago,"Alexandra, I Bruce orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023176,Central Otago,"Alexandra, I Bruce orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023178,Central Otago,"Alexandra, I Bruce orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023179,Central Otago,"Alexandra, I Bruce orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023238,Central Otago,"Alexandra, I Bruce orchard",1984
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023240,Central Otago,"Alexandra, I Bruce orchard",1984
Thripidae,Tenothrips,Tenothrips frici,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02025336,Central Otago,"Alexandra, Hanning orchard",1982
Thripidae,Tenothrips,Tenothrips frici,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02025343,Central Otago,"Alexandra, Harring orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023141,Central Otago,"Alexandra, R Cook orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023149,Central Otago,"Alexandra, R Cook orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023159,Central Otago,"Alexandra, R Cook orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023194,Central Otago,"Alexandra, R Cook orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Malus domestica,Exotic,NZAC,NZAC02023466,Mid Canterbury,"Christchurch, Styx River",1954
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023117,Central Otago,"Alexandra, Bruce orchard",1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023234,Central Otago,"Alexandra, Wylie orchard",1983
Thripidae,Frankliniella,Frankliniella occidentalis,Rosaceae,Rosa,Exotic,NZAC,NZAC02022492,Central Otago,"Alexandra, Dunstan Rd",1982
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Rosaceae,Rosa,Exotic,NZAC,NZAC02025647,Auckland,"Titirangi, Hilling St",1974
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Rosaceae,Rosa,Exotic,NZAC,NZAC02025649,Auckland,"Titirangi, Hilling St",1974
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Rosaceae,Rosa,Exotic,NZAC,NZAC02025652,Auckland,"Titirangi, Hilling St",1974
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Rosaceae,Rosa,Exotic,NZAC,NZAC02025655,Auckland,"Titirangi, Hilling St",1974
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Rosaceae,Rosa,Exotic,NZAC,NZAC02025658,Auckland,"Titirangi, Hilling St",1974
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Rosaceae,Rosa,Exotic,NZAC,NZAC02025659,Auckland,"Titirangi, Hilling St",1974
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Rosaceae,Rosa,Exotic,NZAC,NZAC02025660,Auckland,"Titirangi, Hilling St",1974
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Rosaceae,Rosa,Exotic,NZAC,NZAC02025663,Auckland,"Titirangi, Hilling St",1974
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Rosaceae,Rosa,Exotic,NZAC,NZAC02025672,Auckland,"Titirangi, Hilling St",1974
Thripidae,Thrips,Thrips tabaci,Rosaceae,Malus domestica,Exotic,NZAC,NZAC02023479,Wanganui,Palmerston North,1934
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus,Exotic,NZAC,NZAC02023505,Wanganui,Palmerston North,1934
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Rosaceae,Rosa,Exotic,NZAC,NZAC02025757,Wanganui,Palmerston North,1930
Thripidae,Thrips,Thrips australis,Rosaceae,Prunus,Exotic,NZAC,NZAC02022838,Hawkes Bay,Havelock North,1982
Thripidae,Thrips,Thrips australis,Rosaceae,Prunus,Exotic,NZAC,NZAC02022839,Hawkes Bay,Havelock North,1982
Thripidae,Thrips,Thrips australis,Rosaceae,Prunus,Exotic,NZAC,NZAC02022840,Hawkes Bay,Havelock North,1982
Thripidae,Thrips,Thrips australis,Rosaceae,Prunus,Exotic,NZAC,NZAC02023509,Hawkes Bay,Havelock North,1982
Thripidae,Thrips,Thrips australis,Rosaceae,Prunus,Exotic,NZAC,NZAC02023513,Hawkes Bay,Havelock North,1982
Thripidae,Thrips,Thrips australis,Rosaceae,Prunus,Exotic,NZAC,NZAC02023531,Hawkes Bay,Havelock North,1982
Thripidae,Thrips,Thrips australis,Rosaceae,Prunus,Exotic,NZAC,NZAC02023548,Hawkes Bay,Havelock North,1982
Thripidae,Thrips,Thrips australis,Rosaceae,Prunus,Exotic,NZAC,NZAC02023568,Hawkes Bay,Havelock North,1982
Thripidae,Thrips,Thrips australis,Rosaceae,Prunus,Exotic,NZAC,NZAC02023572,Hawkes Bay,Havelock North,1982
Thripidae,Thrips,Thrips australis,Rosaceae,Prunus,Exotic,NZAC,NZAC02023573,Hawkes Bay,Havelock North,1982
Thripidae,Thrips,Thrips australis,Rosaceae,Malus,Exotic,NZAC,NZAC02023570,Hawkes Bay,Havelock North,1982
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023454,Central Otago,Earnscleugh?,1979
Thripidae,Chirothrips,Chirothrips manicatus,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02026172,Central Otago,Earnscleugh,1979
Thripidae,Limothrips,Limothrips cerealium,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02026253,Central Otago,Earnscleugh,1979
Thripidae,Thrips,Thrips tabaci,Rosaceae,Fragaria ananassa,Exotic,NZAC,NZAC02023081,Waikato,Cambridge,1984
Thripidae,Pseudanaphothrips,Pseudanaphothrips achetus,Rosaceae,Rubus cissoides,Endemic,NZAC,NZAC02022707,Buller,Capleston,1979
Thripidae,Anaphothrips,Anaphothrips obscurus,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02026371,Central Otago,Alexandra,1984
Thripidae,Anaphothrips,Anaphothrips obscurus,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02026375,Central Otago,Alexandra,1984
Thripidae,Chirothrips,Chirothrips manicatus,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02026231,Central Otago,Alexandra,1984
Thripidae,Thrips,Thrips tabaci,Rosaceae,Prunus persica,Exotic,NZAC,NZAC02023406,Central Otago,Alexandra,1979
